iter	Logloss
0	0.5794463909
1	0.5308743597
2	0.5131576065
3	0.5029040037
4	0.4926585508
5	0.4831449591
6	0.4779678065
7	0.4722673204
8	0.4600186929
9	0.4575959987
10	0.453451343
11	0.4498096169
12	0.443954805
13	0.4398989069
14	0.4351720567
15	0.4322921432
16	0.4281671684
17	0.4207383755
18	0.4177816771
19	0.41552453
20	0.4124210983
21	0.4091597936
22	0.4090668273
23	0.4062598357
24	0.4033232182
25	0.3992955802
26	0.3947048195
27	0.3905571946
28	0.3865292426
29	0.3858557141
30	0.3811568112
31	0.3792509905
32	0.3769131489
33	0.3730860245
34	0.3693960784
35	0.3670675671
36	0.3648548479
37	0.3627297397
38	0.360026268
39	0.3562012108
40	0.3550420825
41	0.3511449449
42	0.3486589198
43	0.3462038186
44	0.3450286087
45	0.3419733198
46	0.3392388706
47	0.3360077875
48	0.3315788527
49	0.3280657077
50	0.3259640829
51	0.3225713163
52	0.3186021116
53	0.316437594
54	0.3145643051
55	0.3131571947
56	0.3105349853
57	0.3079430262
58	0.3062322519
59	0.3034936268
60	0.3008390364
61	0.2975736477
62	0.2967959623
63	0.2933662902
64	0.291188745
65	0.2890352364
66	0.2875341255
67	0.2846646898
68	0.2834876776
69	0.280865511
70	0.2793313838
71	0.2767065831
72	0.2756613362
73	0.2733410609
74	0.2718308903
75	0.2698914225
76	0.269801503
77	0.2689673276
78	0.2688209851
79	0.2675302242
80	0.2651980357
81	0.2633024267
82	0.2617205274
83	0.2597382938
84	0.2589619388
85	0.2554709399
86	0.2532433514
87	0.2514583233
88	0.2491585375
89	0.2473391386
90	0.245968438
91	0.2445234576
92	0.2423616837
93	0.2398212098
94	0.2383330446
95	0.235095734
96	0.2338730476
97	0.2314116932
98	0.2298898368
99	0.2285318273
100	0.2263095269
101	0.225196886
102	0.2223145853
103	0.2209992662
104	0.2204034366
105	0.2182422918
106	0.2171900059
107	0.2157739179
108	0.2150510367
109	0.2140894276
110	0.2133880661
111	0.2115626594
112	0.2099309072
113	0.2087839295
114	0.2084040245
115	0.2067181054
116	0.2060762448
117	0.2055303451
118	0.2023241099
119	0.2005030058
120	0.1985425116
121	0.1977080496
122	0.1966570114
123	0.1946775862
124	0.193888727
125	0.1925038275
126	0.1908601702
127	0.1893940608
128	0.1883003085
129	0.1881829275
130	0.1878547773
131	0.1870374202
132	0.1861477608
133	0.1848675001
134	0.1836945731
135	0.1826011873
136	0.1815855108
137	0.1797174328
138	0.1794993588
139	0.1792515303
140	0.1777787952
141	0.1753334125
142	0.1742489019
143	0.1722003278
144	0.1718074984
145	0.1712681943
146	0.1701222645
147	0.1694605949
148	0.1681346761
149	0.1666233072
150	0.166148393
151	0.1657197642
152	0.165368796
153	0.1641757916
154	0.1631779182
155	0.1627863499
156	0.1608744673
157	0.1595884213
158	0.1584068954
159	0.1576244855
160	0.1572449492
161	0.1558354836
162	0.1556913273
163	0.154652515
164	0.154155848
165	0.1527403624
166	0.1514555296
167	0.1507035636
168	0.1494833616
169	0.1486198856
170	0.1482717852
171	0.147587016
172	0.1466276761
173	0.1454392147
174	0.143993432
175	0.1437101666
176	0.1431078417
177	0.1422743828
178	0.1413229634
179	0.1406132519
180	0.1395288636
181	0.1386557517
182	0.1374660353
183	0.1361240334
