iter	Logloss
288	0.2977338549
289	0.2974000844
290	0.2970013468
291	0.2964696666
292	0.2959970669
293	0.2950444913
294	0.2947770232
295	0.2942344434
296	0.2933850487
297	0.2927792827
298	0.2926040376
299	0.2923914322
300	0.2921225314
301	0.2914290436
302	0.2910264321
303	0.2908194309
304	0.2905404587
305	0.2903363822
306	0.2899313102
307	0.2895769108
308	0.2892168578
309	0.2889590887
310	0.2884662092
311	0.2879513092
312	0.2877211953
313	0.2873323697
314	0.2867774789
315	0.2861998824
316	0.2858604425
317	0.2853105461
318	0.2849494276
319	0.2842438428
320	0.284122133
321	0.2837791631
322	0.2830806643
323	0.2826920208
324	0.2821282901
325	0.2812968852
326	0.2811386009
327	0.2807729153
328	0.2804993859
329	0.2799555173
330	0.2790909598
331	0.278649468
332	0.2782465131
333	0.2780816797
334	0.2777939393
335	0.2771030569
336	0.2763729129
337	0.2760364151
338	0.2757453281
339	0.2753519128
340	0.2750209943
341	0.2748187174
342	0.2745767756
343	0.2739197644
344	0.2731625416
345	0.2727808841
346	0.2723871985
347	0.2717503678
348	0.2713569075
349	0.2707851095
350	0.270337652
351	0.2701400233
352	0.2695377102
353	0.2690739667
354	0.2688462019
355	0.2685140507
356	0.2681847687
357	0.2678861159
358	0.2674362598
359	0.2671666302
360	0.2667563411
361	0.2665036498
362	0.2660558696
363	0.2650896894
364	0.2644591171
365	0.2641457286
366	0.2640257335
367	0.2638102965
368	0.2631562486
369	0.2629058636
370	0.2626370544
371	0.2624059777
372	0.2621701264
373	0.261618412
374	0.2614873631
375	0.2612109632
376	0.260787596
377	0.2605390487
378	0.2602460586
379	0.2596721452
380	0.259132373
381	0.2589541134
382	0.2586843595
383	0.258311995
384	0.2580784986
385	0.2578537186
386	0.2574063257
387	0.2569537153
388	0.2565836912
389	0.2562229825
390	0.2560058197
391	0.255279146
392	0.2551074695
393	0.2546059995
394	0.2543326321
395	0.2539807141
396	0.2537141934
397	0.2533753964
398	0.2530189282
399	0.252669726
400	0.2524600885
401	0.2522291531
402	0.2519299242
403	0.2515243447
404	0.2511107097
405	0.2506550969
406	0.2505309346
407	0.2503232891
408	0.250052273
409	0.2498048354
410	0.249266717
411	0.2487481774
412	0.2485948978
413	0.2483783552
414	0.2479616757
415	0.2475504688
416	0.247287814
417	0.2469959049
418	0.2467895229
419	0.2464223216
420	0.2461486838
421	0.2454398646
422	0.2450423236
423	0.2449300477
424	0.2441075471
425	0.2439160925
426	0.2433435048
427	0.2431253225
428	0.2428664992
429	0.2424769335
430	0.2422541755
431	0.2417973882
432	0.2414256137
433	0.2412354663
434	0.2409136324
435	0.2406123482
436	0.2403457899
437	0.2400646327
438	0.239893067
439	0.2396561042
440	0.2394382061
441	0.2392369684
442	0.2387938857
443	0.2385483869
444	0.23821548
445	0.2376754152
446	0.2374355163
447	0.2371730017
448	0.2369795478
449	0.2368530926
450	0.2363899121
451	0.2360115332
452	0.2358403955
453	0.2353230143
454	0.2350417993
455	0.23481801
456	0.2345327701
457	0.234397076
458	0.2341938567
459	0.2339412999
460	0.2338492042
461	0.2336001682
462	0.233307762
463	0.2331374064
464	0.232808333
465	0.232211841
466	0.2321588456
467	0.2317466241
468	0.2315650933
469	0.2314129799
470	0.2312163902
471	0.2309777977
472	0.2303698275
473	0.229957773
474	0.2295849207
475	0.2293420894
476	0.2289908638
477	0.2288316158
478	0.2284896138
479	0.2282042236
480	0.2276680736
481	0.2269683744
482	0.2265247355
483	0.2261441784
484	0.2259455002
485	0.2254460177
486	0.2249530353
487	0.224718176
488	0.2245305395
489	0.2243549569
490	0.2235536048
491	0.2232402941
492	0.2226261393
493	0.2222460301
494	0.2220696255
495	0.2219260223
496	0.2216395015
497	0.2212184421
498	0.2210340019
499	0.2207624959
500	0.2205729481
501	0.2205006171
502	0.2202925257
503	0.220024281
504	0.2196996929
505	0.2195745867
506	0.2193834826
507	0.2187116093
508	0.2185914341
509	0.2185225016
510	0.2182531097
511	0.2177778681
512	0.217756187
513	0.2170978578
514	0.2166267821
515	0.2163375905
516	0.2156724446
517	0.2151752188
518	0.2149715644
519	0.2146684948
520	0.2143720936
521	0.2142295318
522	0.2141023725
523	0.2138096085
524	0.213478609
525	0.213069896
526	0.2128559741
527	0.2127181046
528	0.2123638116
529	0.2120700969
530	0.2115997744
531	0.2113860362
532	0.2112748075
533	0.2110965196
534	0.2109261322
535	0.2107460133
536	0.2106279952
537	0.2102245072
538	0.2099230809
539	0.2096745263
540	0.2091283769
541	0.2088471608
542	0.2084277939
543	0.2082225356
544	0.2080109218
545	0.2075388156
546	0.2074379143
547	0.2071951658
548	0.2068500357
549	0.2066968858
550	0.2064496937
551	0.2061742001
552	0.2060912554
553	0.2056791291
554	0.2052418774
555	0.2051176964
556	0.2048736785
557	0.2046286438
558	0.204391487
559	0.2037184584
560	0.2033486744
561	0.2033065569
562	0.202937646
563	0.2026637511
564	0.2024213505
565	0.2020032443
566	0.2017673141
567	0.2016571194
568	0.2011918661
569	0.2009148026
570	0.2004681036
571	0.20037174
572	0.1999475108
573	0.1998409354
574	0.1996393692
575	0.1993508451
576	0.1990255442
577	0.1988235525
578	0.1985211164
579	0.1983458904
580	0.1982436082
581	0.197991736
582	0.197842899
583	0.197634175
584	0.1974215312
585	0.1971836205
586	0.197002895
587	0.1969652781
588	0.1967010651
589	0.1966144083
590	0.1962784382
591	0.1960193448
592	0.1957038451
593	0.195494118
594	0.1953377609
595	0.1952058847
596	0.1950516023
597	0.1948770339
598	0.1946800774
599	0.1945295323
600	0.1943532705
601	0.1940332045
602	0.1936745638
603	0.1934885529
604	0.1933918039
605	0.1931133948
606	0.1927774025
607	0.1926320969
608	0.1924291302
609	0.1922022611
610	0.1919238151
611	0.1915842337
612	0.1912446979
613	0.1909792182
614	0.1908838207
615	0.1908226173
616	0.1905060386
617	0.1903344394
618	0.1902802487
619	0.1898341758
620	0.1897402762
621	0.1895656845
622	0.1894434169
623	0.1892379667
624	0.189123104
625	0.1886226755
626	0.1883608887
627	0.188258369
628	0.1879627827
629	0.1876452915
630	0.1872950692
631	0.1870905292
632	0.1868994289
633	0.1866919407
634	0.1864827742
635	0.1862120945
636	0.1860227618
637	0.1859131572
638	0.1856913754
639	0.1855444799
640	0.1853245659
641	0.1852255591
642	0.185025498
643	0.1847184785
644	0.184552615
645	0.1843977357
646	0.1842874666
647	0.1841645575
648	0.1839932907
649	0.1838338655
650	0.1837507907
651	0.1836295646
652	0.1833362045
653	0.1831949185
654	0.1827278148
655	0.1826266398
656	0.1825078142
657	0.1823485808
658	0.1821451212
659	0.1819854985
660	0.1818887877
661	0.1815872965
662	0.1812719729
663	0.1811224928
664	0.180909256
665	0.1806810009
666	0.1804201474
667	0.1801396173
668	0.1799131057
669	0.179751178
670	0.1795796972
671	0.179425566
672	0.1792719576
673	0.1790990972
674	0.1789591316
675	0.1788824771
676	0.1786706624
677	0.1784680313
678	0.1783122847
679	0.1781219596
680	0.1777570695
681	0.1774314267
682	0.1773376084
683	0.1771651537
684	0.1769508151
685	0.1767457142
686	0.1763628062
687	0.1762180388
688	0.17609921
689	0.1758613742
690	0.1756228528
691	0.175525752
692	0.175325907
693	0.1751536489
694	0.1748610185
695	0.1746618581
696	0.1741791507
697	0.1740138772
698	0.173751124
699	0.1736570953
700	0.1734278473
701	0.1733107334
702	0.1731140874
703	0.1730452375
704	0.1728470088
705	0.1726538969
706	0.1723632708
707	0.1720667242
708	0.1718715002
709	0.1716530861
710	0.1715032937
711	0.1711855863
712	0.170883141
713	0.1706572326
714	0.1704429093
715	0.170281378
716	0.1701624823
717	0.1697302523
718	0.1696284549
719	0.1694305582
720	0.1691773168
721	0.1690540473
722	0.1688335009
723	0.1686899904
724	0.1683325457
725	0.1682329995
726	0.1681622294
727	0.1680385224
728	0.1679099254
729	0.1677989235
730	0.1677049699
731	0.1675641794
732	0.1675342914
733	0.1672211981
734	0.1671285969
735	0.1668683819
736	0.166733576
737	0.1665955532
738	0.1664267222
739	0.1662302747
740	0.1659403983
741	0.1658487983
742	0.1657564661
743	0.1655446504
744	0.1653797998
745	0.1652352912
746	0.1649386938
747	0.1647767316
748	0.1645759657
749	0.1644424052
750	0.1642147004
751	0.1641214087
752	0.1639788505
753	0.1637750663
754	0.1635597226
755	0.1633433643
756	0.1631768364
757	0.1628198053
758	0.1627038722
759	0.1625574888
760	0.1624689389
761	0.1620628562
762	0.1618563877
763	0.1616072118
764	0.1615165396
765	0.1613287334
766	0.1611633167
767	0.1610157227
768	0.1608670944
769	0.1606204027
770	0.1603953138
771	0.1600335513
772	0.1599349971
773	0.1597922322
774	0.15952377
775	0.1591657359
776	0.1590743533
777	0.1588205949
778	0.1586240116
779	0.1583788924
780	0.1582585045
781	0.1580799226
782	0.1579320059
783	0.1578499714
784	0.1577147218
785	0.1574356407
786	0.1570692766
787	0.1569349483
788	0.1567978638
789	0.1564352162
790	0.1562190822
791	0.1561012721
792	0.1557900532
793	0.1555417659
794	0.155258601
795	0.1551907437
796	0.1550614582
797	0.1547858833
798	0.1545839173
799	0.1542952248
800	0.1542050332
801	0.1539099934
802	0.1538305119
803	0.1534753857
804	0.1533255386
805	0.1531249888
806	0.1529946549
807	0.1528965003
808	0.1528156604
809	0.1527480767
810	0.1527334902
811	0.1525551661
812	0.1524593486
813	0.1524492396
814	0.1522888715
815	0.1521227884
816	0.1520660819
817	0.1518538443
818	0.1516417602
819	0.151531092
820	0.1514223925
821	0.1512371018
822	0.1511480575
823	0.1511031959
824	0.1509436348
825	0.1508401736
826	0.1506151713
827	0.1503497575
828	0.1500298166
829	0.1497403327
830	0.1494058079
831	0.1491301865
832	0.148977717
833	0.1487944178
834	0.1487762546
835	0.148562135
836	0.1483825062
837	0.1480426379
838	0.1479972778
839	0.1478718511
840	0.1478154695
841	0.1474632242
842	0.1473704648
843	0.1470787651
844	0.1468768215
845	0.1466282127
846	0.146396966
847	0.1461763235
848	0.1459037167
849	0.1457020973
850	0.1456385769
851	0.1454909293
852	0.1453138489
853	0.1452673407
854	0.1451880447
855	0.1450398891
856	0.1449330718
857	0.144835029
858	0.144578734
859	0.1445237533
860	0.1443286265
861	0.1442088712
862	0.1439347524
863	0.1436591093
864	0.143612386
865	0.1434227332
866	0.1433172625
867	0.1429983082
868	0.1428141803
869	0.142702872
870	0.1426436934
871	0.1424399237
872	0.1422670985
873	0.1420930622
874	0.1419236978
875	0.1418367167
876	0.1415006206
877	0.1414485733
878	0.1413490404
879	0.1410071091
880	0.1409784225
881	0.1406862927
882	0.1403397157
883	0.140266129
884	0.1401383251
885	0.139918613
886	0.1396992309
887	0.1393164402
888	0.1392075764
889	0.1390867059
890	0.1390325355
891	0.1389329317
892	0.1388820766
893	0.1387873932
894	0.1387017158
895	0.1383160428
896	0.1381320635
897	0.1380561016
898	0.1377780231
899	0.1376309976
900	0.1374764365
901	0.1373867218
902	0.1372577202
903	0.1371095798
904	0.1370200042
905	0.1368922725
906	0.1368826341
907	0.1367099099
908	0.1365346482
909	0.1363280249
910	0.1362861042
911	0.1362743494
912	0.1361907543
913	0.1360730835
914	0.1359151223
915	0.135640205
916	0.1354355644
917	0.1351663376
918	0.1350873188
919	0.1349579295
920	0.1348088571
921	0.1344413369
922	0.1343394448
923	0.1343104273
924	0.1340100493
925	0.1338696656
926	0.1336602757
927	0.1332426469
928	0.1331519793
929	0.1331149696
930	0.1330546578
931	0.1329207913
932	0.132762124
933	0.1326551186
934	0.1326254794
935	0.1325537809
936	0.1323840112
937	0.13223526
938	0.1321600385
939	0.132068419
940	0.1318881756
941	0.1318234614
942	0.1316567663
943	0.1314143028
944	0.1311968232
945	0.1309626922
946	0.1306208612
947	0.1305283001
948	0.1303817148
949	0.1301177339
950	0.130040835
951	0.1298948092
952	0.1297411683
953	0.129585679
954	0.1294953743
955	0.1293810278
956	0.1292783575
957	0.1292172397
958	0.1289913926
959	0.1289262066
960	0.1287487268
961	0.1286645697
962	0.1284792378
963	0.1283932371
964	0.1282124927
965	0.1280829911
966	0.1279603298
967	0.1278148016
968	0.1277071386
969	0.1275859411
970	0.1274927416
971	0.1274182827
972	0.127298392
973	0.1271715845
974	0.1271440171
975	0.1270813308
976	0.1270247652
977	0.1269084795
978	0.1268092086
979	0.1267208451
980	0.1266348869
981	0.1264569622
982	0.126403021
983	0.1261683301
984	0.1260169738
985	0.1257330373
986	0.1256085106
987	0.1255147986
988	0.1254692191
989	0.1253755593
990	0.125183744
991	0.125073658
992	0.1249039906
993	0.1247641386
994	0.124728237
995	0.1245931098
996	0.1244270178
997	0.1242201374
998	0.1241323254
999	0.1241076447
